Age,Gender,Relationship_Status,Academic_Level,Avg_Daily_Usage_Hours,Most_Used_Platform,num_app_switches,notification_count,Sleep_Hours_Per_Night,Affects_Academic_Performance,Conflicts_Over_Social_Media,Mental_Health_Score,Source
20,female,married,high school,5.501682150339199,twitter,50,63,9.033628551049858,yes,no,35.59167106883315,Synthetic_Smart
28,female,in relationship,undergraduate,3.9024588243113962,twitter,67,30,7.414424806616021,no,no,34.21825090174793,Synthetic_Smart
27,female,married,graduate,4.80972172648825,facebook,31,39,7.721845281202279,no,no,25.499754861845798,Synthetic_Smart
27,male,single,undergraduate,9.191241627589552,twitter,86,68,6.913774067043126,no,yes,57.7022441644951,Synthetic_Smart
22,female,in relationship,graduate,8.676913210063525,tiktok,27,162,6.564467374712506,yes,yes,60.868284793605575,Synthetic_Smart
27,female,in relationship,graduate,8.81559573186318,youtube,81,58,4.70497380693784,yes,no,72.70546222400846,Synthetic_Smart
18,female,single,high school,8.761701442401188,youtube,70,163,7.692939981480867,yes,no,82.4952084388695,Synthetic_Smart
26,male,single,undergraduate,6.625457712786146,facebook,80,170,9.611046889910336,yes,yes,61.67595461560027,Synthetic_Smart
18,female,in relationship,high school,6.1810122853739315,tiktok,56,74,7.329378002291824,yes,yes,42.51553033718329,Synthetic_Smart
25,male,single,undergraduate,1.6910892397982595,instagram,40,170,7.400773369030937,no,no,24.865128348880596,Synthetic_Smart
25,male,single,graduate,9.810321068603557,instagram,13,98,9.136649258268058,no,yes,58.672727126978266,Synthetic_Smart
29,male,single,high school,7.9771025264669335,twitter,28,149,9.137155730425548,no,yes,45.48350861753165,Synthetic_Smart
28,female,single,high school,9.911782751374888,twitter,48,67,8.691313893071815,yes,no,55.009032311255126,Synthetic_Smart
21,male,married,graduate,4.348753934517143,instagram,62,143,4.92215494241149,no,no,59.886278582443396,Synthetic_Smart
24,female,married,high school,5.550420000077596,tiktok,88,86,8.762811633247239,no,no,44.59680020467193,Synthetic_Smart
28,female,single,undergraduate,8.213704046637734,tiktok,55,71,5.6619663339783814,yes,yes,61.77419496462476,Synthetic_Smart
25,female,single,graduate,7.521501654259885,youtube,92,154,8.799946850519047,no,yes,57.3851695931464,Synthetic_Smart
20,male,married,high school,4.371604960014308,twitter,80,178,6.980455803665162,yes,no,40.59283453088487,Synthetic_Smart
21,male,in relationship,graduate,3.6192670351304272,tiktok,84,152,6.429540703990577,no,yes,43.66470155857613,Synthetic_Smart
28,male,single,high school,7.298227753676618,youtube,65,127,4.5233709385929695,yes,no,75.03019384914744,Synthetic_Smart
25,male,in relationship,high school,2.732796925590427,youtube,64,82,4.812156157255724,yes,no,31.412226297447614,Synthetic_Smart
20,male,married,undergraduate,2.6367901353289356,facebook,20,53,9.650822094806141,yes,yes,10.272719029767261,Synthetic_Smart
29,female,in relationship,high school,6.0792690274541235,facebook,88,166,6.600060178651957,no,no,59.307790179951084,Synthetic_Smart
19,male,single,graduate,6.659276952485463,youtube,14,126,7.718359310167237,no,no,46.78020561395012,Synthetic_Smart
21,male,single,high school,4.667027732528421,facebook,92,185,5.008533634921389,no,no,72.39761870566214,Synthetic_Smart
20,female,in relationship,high school,3.417064576765425,twitter,36,111,8.807635667569567,yes,no,23.113472369479226,Synthetic_Smart
27,female,in relationship,graduate,1.7743466373199137,tiktok,98,178,8.501275556300689,yes,yes,38.526529711565324,Synthetic_Smart
23,female,single,graduate,8.544864724548436,youtube,38,176,7.445113115804514,yes,yes,61.34797055823397,Synthetic_Smart
29,female,married,graduate,7.554268058453016,instagram,96,151,7.086254580681501,yes,no,70.95497734146592,Synthetic_Smart
28,female,in relationship,undergraduate,4.132026971759013,twitter,80,139,7.624467101292346,yes,no,37.10238361084937,Synthetic_Smart
29,male,married,graduate,7.51127118395185,youtube,76,128,5.125395219509209,no,no,77.2832346652074,Synthetic_Smart
21,male,in relationship,graduate,8.638366700144802,facebook,84,125,6.17425497486416,no,no,79.24901159273965,Synthetic_Smart
28,male,single,undergraduate,5.751441644057671,instagram,54,104,5.714277067528936,no,no,64.66865643562488,Synthetic_Smart
25,male,single,graduate,4.791270932611257,instagram,15,125,4.5600906785090976,no,no,48.26590756649182,Synthetic_Smart
20,male,single,graduate,5.43894613554283,twitter,61,36,9.822823886774295,no,no,32.45349478306295,Synthetic_Smart
26,female,single,graduate,2.8720127680057375,facebook,37,85,5.428553298791998,no,no,31.90725421136129,Synthetic_Smart
29,male,single,graduate,9.129409818630776,twitter,93,53,7.4277256823692115,yes,yes,66.60231248689857,Synthetic_Smart
24,female,married,high school,5.736591480388164,facebook,42,47,9.528506145629937,yes,yes,32.94349576573616,Synthetic_Smart
29,male,in relationship,high school,2.1013683202495064,facebook,53,164,4.903769168436156,yes,no,45.473244681802264,Synthetic_Smart
24,male,married,undergraduate,6.425902968715509,twitter,61,105,6.472539317361226,no,no,53.388496619060874,Synthetic_Smart
18,female,married,undergraduate,9.67382572310277,tiktok,45,71,9.475642277649367,yes,yes,52.76540557884738,Synthetic_Smart
27,male,in relationship,high school,7.122345873624215,facebook,77,100,9.69665741755788,yes,no,39.68579572757244,Synthetic_Smart
24,female,in relationship,graduate,5.5205234629158095,youtube,18,89,6.101381063061651,no,yes,38.112497402885694,Synthetic_Smart
19,female,in relationship,graduate,9.668439812144177,twitter,78,106,8.580548884222665,no,yes,76.33748197375986,Synthetic_Smart
23,female,single,high school,6.135805819905999,youtube,48,42,5.458951654449496,no,no,49.52368653590177,Synthetic_Smart
21,male,in relationship,high school,7.903928364721057,facebook,59,184,6.074783701588958,yes,no,73.92052408761381,Synthetic_Smart
20,female,married,undergraduate,3.89564396740586,instagram,40,67,4.136980533419779,no,yes,37.44509333305435,Synthetic_Smart
21,male,in relationship,graduate,8.802174586883075,facebook,28,126,4.893954391603795,yes,no,69.4990769105037,Synthetic_Smart
18,female,married,undergraduate,1.3994214618120542,instagram,26,179,9.632186998449061,yes,no,19.27740425314305,Synthetic_Smart
23,female,in relationship,graduate,5.67318556086241,youtube,37,34,9.159874032751766,no,yes,34.25877907488021,Synthetic_Smart
18,male,married,undergraduate,7.7213862930807755,tiktok,41,79,4.031513084769708,yes,no,58.7566905089305,Synthetic_Smart
28,male,single,graduate,2.711779609942641,youtube,40,41,4.516582822359128,no,yes,29.157197568244065,Synthetic_Smart
26,female,married,high school,1.0704415816424389,twitter,96,29,5.857319476291199,no,yes,25.131506956456946,Synthetic_Smart
20,female,single,high school,9.129544981201395,twitter,78,169,6.124884136507842,yes,no,87.16809182953335,Synthetic_Smart
27,female,in relationship,undergraduate,2.214518965845083,tiktok,11,171,6.102174206378203,no,yes,33.62764564814656,Synthetic_Smart
27,female,married,graduate,6.0792172780062,tiktok,58,37,5.8255083313079865,no,yes,41.041528401100116,Synthetic_Smart
19,female,married,undergraduate,2.284060213870738,twitter,66,59,7.750255137266704,yes,yes,23.90597022005122,Synthetic_Smart
26,male,married,graduate,9.027025911393183,twitter,11,146,8.393791713202463,no,yes,53.537094339879445,Synthetic_Smart
27,male,in relationship,graduate,1.025485316771782,facebook,10,59,6.343798115939453,no,yes,11.659997278017226,Synthetic_Smart
20,female,single,high school,8.400526320014196,youtube,50,130,7.912858179675002,no,yes,55.96435189338731,Synthetic_Smart
22,female,single,graduate,6.242997297862149,instagram,72,166,5.374810785403529,yes,yes,74.97558193545038,Synthetic_Smart
18,male,single,undergraduate,3.356112499352002,tiktok,78,171,6.7799786812107605,no,no,49.17695268082754,Synthetic_Smart
22,male,in relationship,undergraduate,7.7219536024262085,facebook,66,27,9.69456101388311,yes,no,40.47666545807601,Synthetic_Smart
28,female,single,high school,7.0047227326336,youtube,42,58,7.915918439746903,yes,no,47.79631313279256,Synthetic_Smart
20,male,single,graduate,3.5599308875971127,facebook,68,75,5.256601679169638,yes,no,47.31546067994032,Synthetic_Smart
24,female,married,graduate,1.0764089236469472,tiktok,97,70,7.484458797910827,no,yes,34.1317707714846,Synthetic_Smart
18,male,in relationship,graduate,4.579117201081465,twitter,45,105,6.935548904411655,no,yes,39.52247912288274,Synthetic_Smart
24,male,married,undergraduate,7.7707804146761275,tiktok,90,159,8.772592729878486,no,no,67.07842468270509,Synthetic_Smart
19,female,in relationship,undergraduate,5.651913406871985,youtube,42,21,8.224226990678616,yes,yes,33.781153557146474,Synthetic_Smart
29,male,married,high school,7.465436231547705,tiktok,43,99,7.602234931159717,yes,yes,50.48320472624557,Synthetic_Smart
28,male,married,undergraduate,1.892276991452496,facebook,30,191,6.3152846352879,yes,yes,35.00205653536291,Synthetic_Smart
22,female,in relationship,undergraduate,5.424452305379642,facebook,95,145,8.401137504683536,no,no,47.325995060282565,Synthetic_Smart
29,male,single,high school,9.64881375060932,youtube,89,120,9.097597088695018,yes,yes,72.55515852969414,Synthetic_Smart
22,female,single,graduate,9.692349880686983,instagram,74,192,6.566185997103346,yes,yes,76.29495312893071,Synthetic_Smart
18,male,single,undergraduate,7.71802078495178,facebook,95,55,6.573387557595401,no,no,69.09098946222188,Synthetic_Smart
27,female,in relationship,graduate,7.614712269703258,tiktok,69,76,5.714551949336155,yes,no,61.73747127642471,Synthetic_Smart
23,female,in relationship,graduate,4.7930514872914305,instagram,39,199,7.83049218024215,yes,yes,46.38528812850101,Synthetic_Smart
24,male,in relationship,high school,7.442005510519411,tiktok,40,154,7.480208399246793,no,yes,66.90282709739873,Synthetic_Smart
24,male,in relationship,undergraduate,6.1767474084133696,twitter,76,99,7.1916338304554595,no,yes,55.02917451719347,Synthetic_Smart
27,female,single,high school,3.922485495965198,instagram,42,135,6.362684996001894,yes,yes,43.71091139109875,Synthetic_Smart
26,female,in relationship,undergraduate,6.653370698515488,instagram,73,119,9.258148367434725,no,yes,42.407474715573784,Synthetic_Smart
18,male,married,undergraduate,6.9113622638817604,twitter,20,189,4.820651878001648,no,no,65.3021234332594,Synthetic_Smart
28,female,in relationship,high school,9.65908363025312,instagram,48,113,6.833139122608419,no,yes,65.55701323876782,Synthetic_Smart
18,female,married,undergraduate,1.7715025475895056,tiktok,52,112,4.422016791341892,yes,yes,36.18972746206621,Synthetic_Smart
27,male,married,graduate,5.162133473092027,youtube,81,180,5.443510928577853,yes,no,66.01183970995972,Synthetic_Smart
27,female,married,high school,3.898920146052391,youtube,23,62,4.320069700857149,no,no,37.2361454203159,Synthetic_Smart
21,male,in relationship,graduate,1.4364877110348053,twitter,62,97,9.501825899870541,yes,yes,14.459063576606784,Synthetic_Smart
23,female,married,high school,2.271334337779841,instagram,69,176,6.927204062849417,no,no,34.70931289721301,Synthetic_Smart
27,male,married,high school,6.767875063381996,twitter,69,120,4.068497837903735,no,no,73.95504883726264,Synthetic_Smart
21,male,married,graduate,9.958878502666824,youtube,72,197,5.780230031412371,yes,yes,89.31831334722351,Synthetic_Smart
24,female,married,undergraduate,4.932890777593522,twitter,36,46,8.776120162482533,no,no,23.581771135422322,Synthetic_Smart
28,female,in relationship,graduate,8.654989951214937,tiktok,24,49,8.212569522581862,no,yes,47.49230526982709,Synthetic_Smart
26,female,in relationship,undergraduate,6.3694301261092106,instagram,37,132,5.954346962359553,no,yes,48.52198335056976,Synthetic_Smart
20,female,single,undergraduate,9.734007224201768,facebook,64,109,6.570483414901741,no,yes,73.98908040744328,Synthetic_Smart
19,female,in relationship,undergraduate,7.561914513444872,facebook,30,158,8.259197416734711,yes,no,53.049820458823646,Synthetic_Smart
29,female,married,undergraduate,4.477731887624848,twitter,23,112,9.5967265880463,yes,yes,23.942793798963088,Synthetic_Smart
18,male,in relationship,graduate,3.2889904591002592,tiktok,85,134,4.398369782173312,yes,yes,48.55405732321225,Synthetic_Smart
26,male,in relationship,graduate,6.2438010563706055,tiktok,95,191,6.319971345574189,yes,no,67.36095631411412,Synthetic_Smart
21,female,in relationship,high school,3.4641047147033817,facebook,39,43,8.213885556328638,no,yes,19.48895896209143,Synthetic_Smart
18,female,married,high school,3.2879615261183175,facebook,30,191,8.265273369391515,yes,no,32.28450833140747,Synthetic_Smart
28,male,single,graduate,2.321470169196142,tiktok,74,175,6.87301100445741,no,no,39.34876592113874,Synthetic_Smart
21,female,single,undergraduate,1.369754084262928,instagram,94,119,8.102522376486005,yes,no,28.972119892518343,Synthetic_Smart
27,male,in relationship,undergraduate,5.586229733562724,instagram,21,155,8.877597689324157,no,no,42.974680074995945,Synthetic_Smart
19,male,married,graduate,3.6814260236785543,twitter,16,41,6.1734132523192855,no,yes,30.38084631521245,Synthetic_Smart
28,female,married,undergraduate,4.624607786822167,youtube,95,128,5.966448638675044,yes,no,62.4197577657987,Synthetic_Smart
22,female,in relationship,undergraduate,6.413402222746791,tiktok,93,198,5.769791460751385,no,yes,69.61306203119912,Synthetic_Smart
20,male,single,graduate,8.41613501424024,tiktok,71,101,5.492679186322801,no,no,66.33155032179644,Synthetic_Smart
25,female,in relationship,undergraduate,8.667476044269694,twitter,98,104,9.11545867016591,yes,no,54.00976193742743,Synthetic_Smart
24,female,in relationship,graduate,2.633166994144882,twitter,87,105,9.134014356470193,yes,yes,32.516884778759156,Synthetic_Smart
23,male,in relationship,undergraduate,3.201281234465932,instagram,80,166,9.060806527673732,yes,yes,38.76871901780578,Synthetic_Smart
29,female,single,undergraduate,8.198332103628143,facebook,83,20,4.202657727911317,no,yes,74.05355133850803,Synthetic_Smart
28,female,married,undergraduate,3.932632181399973,instagram,37,156,5.9875551217438145,no,no,37.37937633879132,Synthetic_Smart
22,female,in relationship,graduate,8.616364149520692,tiktok,27,36,7.090254488871118,yes,yes,51.96069478606232,Synthetic_Smart
25,female,married,graduate,1.644340558513484,youtube,80,192,7.652680832914287,yes,yes,28.570603673228483,Synthetic_Smart
26,male,married,undergraduate,6.334872316512494,instagram,83,54,5.805553100458954,yes,no,55.978703473904204,Synthetic_Smart
23,female,in relationship,high school,7.776046317503114,twitter,74,152,5.793985387596893,no,no,76.71262295854362,Synthetic_Smart
21,male,married,undergraduate,2.321701535473539,tiktok,19,21,7.004573016205924,no,no,11.708283803647289,Synthetic_Smart
19,male,in relationship,graduate,4.00742315584145,instagram,71,144,6.140809410557627,no,yes,47.323140712057224,Synthetic_Smart
18,male,married,high school,1.9293059780204735,tiktok,98,176,8.623388493347115,no,yes,31.230252238747898,Synthetic_Smart
28,male,married,high school,8.999718421781555,instagram,67,140,9.413693401757541,no,yes,63.19646977560331,Synthetic_Smart
24,male,single,graduate,4.071414822269892,instagram,13,139,7.513284777873023,no,yes,33.06172301485225,Synthetic_Smart
20,male,single,high school,9.590926159989063,facebook,10,196,8.01505946974721,yes,no,64.12351208407972,Synthetic_Smart
21,male,single,high school,6.029072755928061,instagram,36,65,7.082380300145662,no,no,48.625354759467214,Synthetic_Smart
20,female,married,high school,3.5845037759125407,twitter,43,64,8.4171121118646,no,yes,18.64896733645642,Synthetic_Smart
24,female,in relationship,high school,6.568407475603411,facebook,29,178,9.528637260329548,no,yes,44.823510888956875,Synthetic_Smart
20,female,single,high school,7.096846245818698,tiktok,40,116,5.5068532391159435,yes,yes,61.840110189883326,Synthetic_Smart
28,female,in relationship,undergraduate,3.8357030576307927,facebook,81,187,4.488508402541648,no,yes,61.53973697147502,Synthetic_Smart
20,female,single,high school,4.524978511305696,twitter,31,69,8.81913295440934,yes,yes,24.157191717088327,Synthetic_Smart
19,female,in relationship,high school,5.6057833289013015,instagram,97,96,4.315716304079319,no,yes,62.29193608767859,Synthetic_Smart
22,male,single,high school,8.95302656972613,youtube,73,196,8.274382692664705,yes,no,80.4184457374127,Synthetic_Smart
19,male,single,undergraduate,6.732962824003102,twitter,44,83,4.348016416058059,yes,yes,65.69754425773328,Synthetic_Smart
25,female,in relationship,high school,4.444036893547293,facebook,71,167,8.665538932147912,yes,yes,51.8957362180665,Synthetic_Smart
22,female,single,high school,2.5431908302784656,twitter,11,106,9.44328147001451,no,yes,12.355341044015832,Synthetic_Smart
19,male,in relationship,undergraduate,4.705121058029199,tiktok,41,90,8.557175547254472,no,no,29.120850122713048,Synthetic_Smart
20,male,single,undergraduate,3.8221659047300593,tiktok,87,183,6.241008922202829,yes,no,50.39543831119913,Synthetic_Smart
24,male,in relationship,high school,9.81948734646358,twitter,83,59,4.244356131146432,yes,yes,85.084154016698,Synthetic_Smart
21,male,married,graduate,5.005258954084588,facebook,50,105,6.327071864477075,yes,yes,46.30814668685461,Synthetic_Smart
18,male,single,undergraduate,4.017066060868918,facebook,37,199,5.819813055461217,no,no,52.31037815916847,Synthetic_Smart
23,male,married,undergraduate,6.260549605431677,twitter,10,120,9.6313822432342,no,no,31.421733627791436,Synthetic_Smart
23,female,in relationship,undergraduate,8.381312414732047,twitter,19,34,5.337726110951979,no,yes,62.306757220786636,Synthetic_Smart
28,male,married,graduate,8.595747223037016,youtube,10,22,8.551311378947053,yes,no,39.1235870997575,Synthetic_Smart
29,female,in relationship,high school,6.95390682849091,tiktok,46,191,8.621364372471131,yes,yes,53.27915083116288,Synthetic_Smart
18,female,single,graduate,5.334613265436074,tiktok,16,161,4.8681724570320055,yes,yes,58.75133448973657,Synthetic_Smart
20,female,in relationship,undergraduate,7.084614342209915,facebook,30,189,7.127490376449435,no,yes,66.849636476146,Synthetic_Smart
19,female,in relationship,undergraduate,8.927403632193077,instagram,90,146,9.23662789231797,no,no,71.52019978144149,Synthetic_Smart
19,female,married,graduate,4.458049703363555,instagram,30,190,6.589830838598191,no,yes,47.77792666452738,Synthetic_Smart
19,female,married,high school,5.57033459811573,youtube,64,176,8.91027639256815,no,no,47.49884360567855,Synthetic_Smart
20,female,single,graduate,5.346637620785266,twitter,95,179,5.177969920975205,no,no,67.6614673333171,Synthetic_Smart
25,female,married,undergraduate,2.56256421763388,facebook,16,180,9.55369382114494,no,no,18.01921045007944,Synthetic_Smart
25,female,married,high school,7.933915504748264,tiktok,17,189,6.900132745508637,no,no,66.51355444298497,Synthetic_Smart
20,male,in relationship,undergraduate,2.9975037106628615,facebook,18,87,7.340238122232013,no,yes,23.730225838411513,Synthetic_Smart
24,male,single,graduate,5.410602990078134,facebook,70,174,5.028630315933349,yes,yes,69.93673849124441,Synthetic_Smart
18,male,single,undergraduate,8.929084557867004,instagram,11,193,8.856922990443769,yes,yes,53.35236469451997,Synthetic_Smart
20,male,in relationship,graduate,7.63303318300451,instagram,10,102,5.53254524689671,yes,no,65.98408524419561,Synthetic_Smart
28,male,single,high school,6.56275949761127,facebook,54,41,9.736517176199108,no,yes,30.868464306105498,Synthetic_Smart
27,male,in relationship,graduate,4.809815691646026,twitter,98,144,8.252607137351927,no,yes,51.60795408815735,Synthetic_Smart
20,male,married,high school,4.972855956129307,facebook,14,79,7.64821432456138,yes,no,29.35673773634656,Synthetic_Smart
25,female,married,undergraduate,2.309281205071546,youtube,98,135,4.33161516622266,no,no,51.63221871027418,Synthetic_Smart
24,female,married,graduate,5.40587824976672,instagram,55,140,7.6344465278864435,no,yes,44.59955863278878,Synthetic_Smart
28,male,married,high school,3.5603279134602337,instagram,48,158,4.6445583048386965,no,yes,60.11486232096148,Synthetic_Smart
28,female,in relationship,undergraduate,9.71688324435163,instagram,16,114,9.280436532969485,no,yes,46.3214635540202,Synthetic_Smart
18,male,married,graduate,1.3821855520176634,youtube,42,105,4.105925981900506,no,yes,24.678904998845976,Synthetic_Smart
28,female,in relationship,high school,1.1654303917948363,facebook,74,73,4.831073721241688,yes,yes,23.10035758266998,Synthetic_Smart
24,male,single,high school,7.810841559575437,twitter,81,39,8.58649054884851,no,no,49.69309902060724,Synthetic_Smart
22,female,single,high school,5.8643920490545645,instagram,19,104,4.628805782410866,no,no,39.21880631337001,Synthetic_Smart
19,female,in relationship,high school,1.367123785747118,youtube,51,123,7.858376425502325,no,no,24.879816383878914,Synthetic_Smart
20,male,married,high school,6.6423860354126925,instagram,69,193,7.3145635193295035,no,no,74.8572243698909,Synthetic_Smart
24,female,married,high school,4.790456260538047,twitter,55,160,5.868573832672288,no,yes,50.41274960276939,Synthetic_Smart
20,female,single,graduate,9.637658360138705,twitter,34,124,9.503477542778082,no,no,50.11356619391836,Synthetic_Smart
22,female,single,undergraduate,3.0258484080540744,tiktok,31,162,8.658640360582606,no,yes,31.312976833425164,Synthetic_Smart
22,female,in relationship,high school,3.6729898815115773,instagram,20,121,8.328427917603516,no,yes,25.879480861709293,Synthetic_Smart
22,male,married,graduate,5.100353618504153,facebook,26,50,8.165664244253348,no,no,32.46585595010136,Synthetic_Smart
24,female,single,undergraduate,7.369043917757934,twitter,66,134,5.647179492524289,no,yes,68.86828532146458,Synthetic_Smart
19,male,married,undergraduate,8.60446815347434,instagram,64,99,4.9267926321424556,no,yes,71.57137067371795,Synthetic_Smart
23,male,married,undergraduate,3.8969281021811266,youtube,23,32,8.310113637797231,yes,no,17.181001674123614,Synthetic_Smart
25,female,married,graduate,8.360803162779403,tiktok,82,195,4.221525976463036,no,no,91.72096649730011,Synthetic_Smart
25,female,married,graduate,6.284772637183268,twitter,94,65,7.224072766651332,no,yes,50.10376600678465,Synthetic_Smart
21,female,married,undergraduate,4.473920563338888,twitter,95,99,8.853542579945312,no,no,45.76220246279468,Synthetic_Smart
28,male,married,graduate,3.397899426941591,tiktok,92,181,4.871188960785948,yes,yes,54.251045920705835,Synthetic_Smart
24,female,married,undergraduate,1.3171089312711997,twitter,74,38,8.090256749438735,no,no,15.485125382413873,Synthetic_Smart
22,male,single,high school,3.9004976497545796,tiktok,92,151,7.039220838602718,no,yes,39.12260561887557,Synthetic_Smart
25,female,single,graduate,8.432607124901828,twitter,91,69,6.846394373552171,yes,yes,70.66758906018129,Synthetic_Smart
23,female,single,high school,6.70166806437332,youtube,86,149,9.540468595929312,yes,yes,53.3914936865702,Synthetic_Smart
25,female,single,graduate,3.8007715019949164,youtube,75,169,4.240781656955981,yes,no,60.34144729991524,Synthetic_Smart
25,male,single,high school,6.588190768083385,facebook,57,117,7.853311702912384,yes,yes,54.2387754499289,Synthetic_Smart
18,female,in relationship,graduate,8.844157275365635,instagram,99,164,6.413992171947615,yes,yes,83.96630346600226,Synthetic_Smart
27,female,single,undergraduate,5.948841412096468,tiktok,98,53,4.561588553844933,yes,yes,57.55957988582697,Synthetic_Smart
29,female,married,graduate,8.208150183394078,twitter,66,80,6.030010235950245,no,yes,64.50028260187368,Synthetic_Smart
26,male,in relationship,undergraduate,2.315255731499726,facebook,58,156,5.543259266896818,no,no,40.91280899472953,Synthetic_Smart
29,female,single,high school,1.5410485990099843,youtube,30,160,6.58276445050266,no,yes,23.19676743223321,Synthetic_Smart
21,female,single,graduate,6.0133729065062855,youtube,18,51,5.488292668510463,no,yes,41.331496128055136,Synthetic_Smart
28,male,in relationship,undergraduate,1.5919839622599103,tiktok,33,152,7.006246285470549,yes,no,19.10920293872008,Synthetic_Smart
23,male,married,graduate,9.441939441919667,facebook,57,163,9.462249529396978,no,yes,59.233740955984906,Synthetic_Smart
22,male,single,high school,1.448709215210168,instagram,83,44,4.627617699630203,yes,no,29.829423634589602,Synthetic_Smart
18,male,in relationship,graduate,7.580684488722557,tiktok,54,182,4.575446349126563,yes,no,74.44784628353503,Synthetic_Smart
19,female,single,graduate,4.465509195954272,twitter,20,71,8.648082157948215,no,no,26.813606795558286,Synthetic_Smart
19,female,single,undergraduate,5.2552826527998775,facebook,97,62,8.733980903745692,no,no,40.80614353758145,Synthetic_Smart
26,female,in relationship,graduate,5.382246080687859,instagram,39,38,4.887780745595683,yes,yes,48.9411633011916,Synthetic_Smart
21,female,in relationship,undergraduate,8.474571652972955,youtube,54,49,7.498718840598005,yes,no,52.88069762930909,Synthetic_Smart
24,male,single,undergraduate,5.752308773808853,youtube,86,25,7.443551766627163,no,yes,54.16742277420965,Synthetic_Smart
21,male,married,undergraduate,9.583519773736478,tiktok,29,54,9.906812873936865,no,no,47.75335166483543,Synthetic_Smart
28,female,in relationship,undergraduate,1.2320497134733,tiktok,36,133,7.620490949371321,yes,no,23.806862977077223,Synthetic_Smart
23,male,married,graduate,5.20355180957498,instagram,26,182,9.524179035120532,no,no,33.14247120945438,Synthetic_Smart
18,male,single,undergraduate,1.9830665694921357,tiktok,30,115,7.474775967494444,yes,yes,18.109101823843336,Synthetic_Smart
24,female,single,graduate,5.786085169598647,twitter,93,177,4.863584400282274,no,no,64.16652916040906,Synthetic_Smart
23,female,in relationship,undergraduate,1.7454625268791983,facebook,11,186,5.658540112000896,yes,no,40.1897963507092,Synthetic_Smart
28,male,in relationship,high school,8.231997900704323,facebook,73,29,5.830860681425321,yes,yes,58.961405178043314,Synthetic_Smart
26,male,married,graduate,9.350365471508,youtube,36,97,6.929549897021353,yes,no,53.76742759261637,Synthetic_Smart
21,female,single,undergraduate,4.810717303173027,youtube,39,59,7.254831313528451,yes,yes,38.141100868264175,Synthetic_Smart
19,female,single,graduate,9.588909931174669,facebook,90,52,4.620606508391143,yes,yes,77.12860366688943,Synthetic_Smart
21,female,in relationship,graduate,1.8919620689446497,twitter,26,126,5.199213591914702,yes,yes,25.20093824514687,Synthetic_Smart
22,male,in relationship,graduate,5.661383507233785,facebook,43,93,8.522806265124427,no,no,46.54399580011218,Synthetic_Smart
26,female,married,undergraduate,3.521837563928024,twitter,78,165,9.944205784163312,yes,yes,41.363846241255786,Synthetic_Smart
22,female,in relationship,graduate,4.777369168948994,instagram,94,171,7.781825447671503,yes,no,52.262266250896204,Synthetic_Smart
18,male,in relationship,high school,7.328714541260892,instagram,34,102,7.341003317385493,no,no,54.61454240247986,Synthetic_Smart
28,male,married,graduate,3.7123946879032093,tiktok,39,160,6.893870036585575,yes,yes,42.65291359054022,Synthetic_Smart
23,male,single,high school,1.5024091633752945,tiktok,82,197,9.744258583838903,yes,yes,27.746469254499416,Synthetic_Smart
22,male,in relationship,undergraduate,1.4694356225560496,facebook,42,190,6.5966610919967685,yes,yes,28.07012231342949,Synthetic_Smart
27,male,married,undergraduate,8.920974795491496,youtube,78,74,4.772770916664625,yes,no,78.43909247528399,Synthetic_Smart
28,male,single,high school,1.7627367393932682,facebook,87,121,5.91228535751608,no,yes,32.27341507562979,Synthetic_Smart
27,female,married,undergraduate,7.766609215312349,facebook,18,49,4.159839734586191,yes,yes,54.45639452974144,Synthetic_Smart
25,female,single,undergraduate,9.036617439474735,tiktok,36,29,6.221787478557119,yes,yes,62.84871652967332,Synthetic_Smart
27,female,in relationship,high school,6.099592567880614,twitter,14,147,6.115539680760419,no,no,46.055334965939906,Synthetic_Smart
23,male,single,high school,3.504034602323404,tiktok,98,129,7.238570687651551,yes,yes,44.33653940867966,Synthetic_Smart
18,male,single,high school,4.706789589980623,instagram,37,75,6.271945184647532,no,no,37.609387930837904,Synthetic_Smart
28,female,in relationship,undergraduate,3.149186323293321,twitter,86,62,9.925358206053824,no,no,30.661460901749987,Synthetic_Smart
26,female,single,graduate,8.341871233266044,twitter,31,105,6.212753317904416,yes,yes,60.528131657811244,Synthetic_Smart
19,female,in relationship,high school,4.29575677678068,twitter,51,143,5.732486317818959,no,yes,52.28441264737099,Synthetic_Smart
20,male,married,high school,2.7013081418125777,youtube,59,183,8.407857803663006,yes,no,34.412597252885355,Synthetic_Smart
19,female,married,undergraduate,6.394435732193884,twitter,99,60,8.927200377273781,yes,no,41.563925686668114,Synthetic_Smart
28,male,in relationship,undergraduate,7.07484498118664,twitter,21,168,5.070640162401856,yes,no,64.58299277850048,Synthetic_Smart
28,male,single,graduate,5.639539769049018,tiktok,75,96,5.238033850536461,yes,no,57.19536063423239,Synthetic_Smart
19,male,married,graduate,9.284876860408358,facebook,41,50,6.917448358090745,yes,yes,68.52592282173346,Synthetic_Smart
27,female,married,undergraduate,7.305766674660384,youtube,67,184,5.531094326513774,no,yes,72.2484752483736,Synthetic_Smart
20,male,in relationship,undergraduate,6.510541567189002,twitter,59,94,9.013594444154474,yes,yes,41.89876508059434,Synthetic_Smart
