Age,Gender,Relationship_Status,Academic_Level,Avg_Daily_Usage_Hours,Most_Used_Platform,num_app_switches,notification_count,Sleep_Hours_Per_Night,Affects_Academic_Performance,Conflicts_Over_Social_Media,Mental_Health_Score,Source
36,female,in relationship,undergraduate,3.716666666666667,instagram,39,68,5.8,yes,3,Stressed,Synthetic_Imputed
22,female,single,high school,7.933333333333334,instagram,32,84,7.4,yes,3,Stressed,Synthetic_Imputed
14,male,single,undergraduate,7.333333333333333,snapchat,62,96,7.5,yes,3,Stressed,Synthetic_Imputed
28,female,single,graduate,6.55,snapchat,53,63,9.0,no,3,Stressed,Synthetic_Imputed
21,female,in relationship,undergraduate,7.6,facebook,40,79,7.8,no,2,Stressed,Synthetic_Imputed
23,male,in relationship,graduate,7.816666666666666,facebook,58,69,5.7,yes,3,Stressed,Synthetic_Imputed
13,male,single,undergraduate,7.033333333333333,facebook,52,62,7.2,yes,3,Stressed,Synthetic_Imputed
23,other,single,high school,8.216666666666667,whatsapp,40,35,5.2,no,3,Stressed,Synthetic_Imputed
26,female,in relationship,undergraduate,5.483333333333333,tiktok,42,40,8.4,yes,4,Stressed,Synthetic_Imputed
66,female,single,undergraduate,3.1,youtube,47,40,6.7,yes,4,Stressed,Synthetic_Imputed
20,female,single,graduate,7.366666666666666,x,52,70,6.9,no,3,Stressed,Synthetic_Imputed
35,female,single,undergraduate,5.983333333333333,instagram,50,115,6.3,no,1,Stressed,Synthetic_Imputed
56,male,in relationship,undergraduate,3.2,instagram,42,97,6.7,yes,4,Stressed,Synthetic_Imputed
23,male,in relationship,graduate,8.416666666666666,instagram,44,95,6.0,yes,0,Stressed,Synthetic_Imputed
25,female,in relationship,undergraduate,8.633333333333333,instagram,48,76,7.5,yes,3,Stressed,Synthetic_Imputed
52,female,in relationship,high school,3.6,snapchat,55,92,7.4,yes,2,Stressed,Synthetic_Imputed
64,female,in relationship,undergraduate,2.466666666666667,snapchat,64,85,7.3,yes,1,Healthy,Synthetic_Imputed
22,female,single,high school,7.683333333333334,snapchat,46,69,5.2,yes,1,Stressed,Synthetic_Imputed
24,female,in relationship,undergraduate,7.866666666666666,facebook,56,80,4.2,yes,2,Stressed,Synthetic_Imputed
31,female,single,undergraduate,6.083333333333333,facebook,59,106,4.5,no,1,Stressed,Synthetic_Imputed
47,male,single,graduate,3.4833333333333334,whatsapp,50,24,5.9,yes,3,Healthy,Synthetic_Imputed
21,male,in relationship,undergraduate,7.75,tiktok,41,86,7.7,no,2,Stressed,Synthetic_Imputed
18,female,single,undergraduate,6.966666666666667,tiktok,48,130,8.8,yes,3,Stressed,Synthetic_Imputed
31,female,complicated,graduate,6.366666666666666,youtube,57,67,7.2,yes,3,Stressed,Synthetic_Imputed
18,female,in relationship,undergraduate,7.583333333333333,youtube,44,41,4.4,yes,3,Stressed,Synthetic_Imputed
20,female,complicated,undergraduate,7.633333333333334,x,39,55,7.3,no,3,Stressed,Synthetic_Imputed
18,male,single,undergraduate,7.25,instagram,55,117,7.1,yes,3,Stressed,Synthetic_Imputed
18,male,single,graduate,7.466666666666667,instagram,54,108,7.5,yes,1,Stressed,Synthetic_Imputed
28,female,single,graduate,5.516666666666667,snapchat,48,89,7.2,yes,2,Stressed,Synthetic_Imputed
21,male,single,graduate,7.733333333333333,snapchat,53,43,8.3,yes,2,Stressed,Synthetic_Imputed
25,male,in relationship,undergraduate,8.133333333333333,facebook,52,40,5.8,yes,4,Stressed,Synthetic_Imputed
38,female,single,graduate,4.35,facebook,42,45,5.7,yes,4,Stressed,Synthetic_Imputed
22,male,in relationship,graduate,8.566666666666666,facebook,53,43,7.3,yes,4,Stressed,Synthetic_Imputed
30,female,single,graduate,5.4,whatsapp,45,71,8.5,yes,3,Stressed,Synthetic_Imputed
34,male,single,graduate,5.616666666666666,whatsapp,58,32,7.2,yes,2,Stressed,Synthetic_Imputed
26,female,in relationship,undergraduate,5.833333333333333,whatsapp,42,100,5.7,yes,3,Stressed,Synthetic_Imputed
24,female,in relationship,undergraduate,8.016666666666667,tiktok,59,90,7.8,yes,3,Stressed,Synthetic_Imputed
24,male,complicated,graduate,8.633333333333333,youtube,52,88,5.8,no,4,Stressed,Synthetic_Imputed
56,male,single,graduate,2.5,youtube,46,97,5.1,no,2,Stressed,Synthetic_Imputed
42,male,in relationship,graduate,3.9,x,57,86,5.5,yes,4,Stressed,Synthetic_Imputed
19,female,in relationship,graduate,8.116666666666667,x,62,73,8.6,no,4,Stressed,Synthetic_Imputed
58,female,in relationship,graduate,3.3333333333333335,x,53,78,8.7,no,1,Stressed,Synthetic_Imputed
25,female,in relationship,graduate,8.516666666666667,instagram,56,76,6.6,yes,2,Stressed,Synthetic_Imputed
23,male,in relationship,undergraduate,7.383333333333334,instagram,49,77,7.0,no,2,Stressed,Synthetic_Imputed
20,male,single,undergraduate,7.783333333333333,snapchat,52,97,7.1,yes,4,Stressed,Synthetic_Imputed
23,male,in relationship,graduate,8.0,snapchat,48,140,9.1,yes,4,Stressed,Synthetic_Imputed
20,female,single,undergraduate,8.216666666666667,snapchat,52,100,6.8,yes,3,Stressed,Synthetic_Imputed
36,female,single,graduate,4.433333333333334,snapchat,47,97,7.5,yes,4,Stressed,Synthetic_Imputed
24,female,complicated,undergraduate,8.4,facebook,42,54,5.4,no,3,Stressed,Synthetic_Imputed
60,female,in relationship,undergraduate,3.6166666666666667,facebook,54,103,6.6,no,2,Healthy,Synthetic_Imputed
69,female,complicated,graduate,2.4833333333333334,facebook,53,52,8.5,yes,3,Healthy,Synthetic_Imputed
25,male,single,undergraduate,7.666666666666667,whatsapp,42,33,4.1,no,4,Stressed,Synthetic_Imputed
28,female,in relationship,graduate,6.283333333333333,tiktok,53,56,8.7,no,2,Stressed,Synthetic_Imputed
45,male,complicated,graduate,3.55,youtube,72,77,5.8,yes,2,Stressed,Synthetic_Imputed
26,female,single,undergraduate,5.766666666666667,youtube,40,89,5.7,no,4,Stressed,Synthetic_Imputed
24,male,single,graduate,7.983333333333333,youtube,53,72,5.8,no,2,Stressed,Synthetic_Imputed
41,male,single,graduate,4.166666666666667,x,50,70,4.8,yes,4,Stressed,Synthetic_Imputed
13,male,in relationship,graduate,6.433333333333334,instagram,54,71,7.5,yes,3,Stressed,Synthetic_Imputed
24,female,in relationship,undergraduate,7.65,instagram,53,108,8.6,no,2,Stressed,Synthetic_Imputed
23,female,single,undergraduate,7.866666666666666,instagram,58,78,8.6,yes,1,Stressed,Synthetic_Imputed
24,male,single,undergraduate,8.05,snapchat,43,78,7.3,yes,3,Stressed,Synthetic_Imputed
29,female,single,graduate,6.266666666666667,snapchat,57,66,5.6,no,4,Stressed,Synthetic_Imputed
26,female,in relationship,undergraduate,6.483333333333333,snapchat,32,67,7.7,yes,1,Stressed,Synthetic_Imputed
21,male,in relationship,undergraduate,7.35,snapchat,46,61,5.6,yes,3,Stressed,Synthetic_Imputed
22,male,in relationship,graduate,7.566666666666666,snapchat,44,46,5.5,yes,1,Stressed,Synthetic_Imputed
30,female,in relationship,undergraduate,6.666666666666667,facebook,71,104,8.7,yes,3,Stressed,Synthetic_Imputed
15,female,single,undergraduate,6.533333333333333,facebook,35,76,7.2,yes,4,Stressed,Synthetic_Imputed
34,female,in relationship,undergraduate,5.75,facebook,65,113,6.6,no,2,Stressed,Synthetic_Imputed
25,female,single,graduate,7.933333333333334,whatsapp,43,46,8.5,yes,2,Stressed,Synthetic_Imputed
46,male,single,undergraduate,3.15,whatsapp,44,86,7.7,yes,3,Healthy,Synthetic_Imputed
40,male,in relationship,graduate,4.55,tiktok,46,78,4.0,no,3,Stressed,Synthetic_Imputed
45,male,single,undergraduate,3.4166666666666665,tiktok,41,63,5.8,yes,4,Stressed,Synthetic_Imputed
21,male,single,undergraduate,7.633333333333334,tiktok,56,20,7.5,yes,2,Stressed,Synthetic_Imputed
27,female,single,graduate,5.816666666666666,youtube,53,59,6.5,no,1,Stressed,Synthetic_Imputed
43,female,in relationship,undergraduate,4.033333333333333,youtube,48,59,5.2,yes,3,Stressed,Synthetic_Imputed
23,male,single,undergraduate,8.433333333333334,x,54,54,6.7,yes,3,Stressed,Synthetic_Imputed
17,female,in relationship,undergraduate,7.65,x,53,158,7.3,yes,3,Stressed,Synthetic_Imputed
37,male,in relationship,undergraduate,3.7,instagram,41,71,7.2,yes,2,Stressed,Synthetic_Imputed
32,male,in relationship,graduate,5.916666666666667,instagram,45,85,5.7,no,3,Stressed,Synthetic_Imputed
16,male,in relationship,undergraduate,7.133333333333334,instagram,55,57,4.1,yes,2,Stressed,Synthetic_Imputed
14,female,in relationship,undergraduate,7.35,instagram,50,67,8.4,yes,3,Stressed,Synthetic_Imputed
13,female,single,undergraduate,7.566666666666666,instagram,48,91,8.4,no,3,Stressed,Synthetic_Imputed
22,male,single,undergraduate,8.316666666666666,snapchat,45,102,7.7,no,2,Stressed,Synthetic_Imputed
24,male,single,undergraduate,8.533333333333333,snapchat,72,49,8.4,yes,3,Stressed,Synthetic_Imputed
44,female,in relationship,undergraduate,3.5833333333333335,facebook,50,89,7.8,yes,3,Healthy,Synthetic_Imputed
42,male,single,graduate,3.8,facebook,41,90,4.8,no,2,Healthy,Synthetic_Imputed
26,female,single,undergraduate,6.016666666666667,facebook,50,26,6.8,yes,2,Stressed,Synthetic_Imputed
25,female,single,graduate,8.233333333333333,facebook,38,62,8.1,no,2,Stressed,Synthetic_Imputed
68,male,in relationship,graduate,3.45,facebook,41,79,7.8,no,1,Healthy,Synthetic_Imputed
20,female,in relationship,undergraduate,8.2,whatsapp,46,95,3.9,no,2,Stressed,Synthetic_Imputed
21,male,in relationship,undergraduate,8.416666666666666,whatsapp,39,92,6.7,yes,3,Stressed,Synthetic_Imputed
40,male,single,undergraduate,4.633333333333334,whatsapp,37,92,7.6,yes,4,Stressed,Synthetic_Imputed
19,male,single,high school,7.5,whatsapp,46,20,5.3,yes,2,Stressed,Synthetic_Imputed
25,female,single,undergraduate,7.466666666666667,tiktok,51,87,9.0,no,1,Stressed,Synthetic_Imputed
36,female,single,undergraduate,4.083333333333333,youtube,44,99,6.9,no,3,Stressed,Synthetic_Imputed
20,male,single,undergraduate,7.35,x,54,66,6.3,yes,3,Stressed,Synthetic_Imputed
33,male,in relationship,graduate,5.966666666666667,instagram,48,92,8.0,yes,4,Stressed,Synthetic_Imputed
30,male,in relationship,graduate,6.583333333333333,snapchat,37,69,5.3,yes,4,Stressed,Synthetic_Imputed
34,other,single,undergraduate,5.85,facebook,56,76,9.1,yes,2,Stressed,Synthetic_Imputed
40,male,single,graduate,4.066666666666666,facebook,44,120,7.0,yes,3,At_Risk,Synthetic_Imputed
13,male,in relationship,undergraduate,7.283333333333333,facebook,41,67,6.8,no,2,Stressed,Synthetic_Imputed
22,male,complicated,graduate,8.466666666666667,whatsapp,47,106,7.9,yes,4,Stressed,Synthetic_Imputed
19,female,in relationship,undergraduate,7.733333333333333,tiktok,57,93,7.4,no,4,Stressed,Synthetic_Imputed
45,female,single,graduate,3.95,tiktok,59,56,8.1,no,3,Stressed,Synthetic_Imputed
66,female,single,graduate,3.35,youtube,59,105,7.4,yes,3,Stressed,Synthetic_Imputed
19,female,in relationship,graduate,8.566666666666666,youtube,42,79,7.0,yes,3,Stressed,Synthetic_Imputed
28,male,single,undergraduate,5.433333333333334,youtube,47,115,7.7,yes,3,Stressed,Synthetic_Imputed
13,female,single,undergraduate,6.65,youtube,52,52,5.7,yes,4,Stressed,Synthetic_Imputed
43,female,in relationship,undergraduate,3.6166666666666667,x,30,66,6.2,yes,3,Stressed,Synthetic_Imputed
21,male,in relationship,graduate,8.233333333333333,instagram,46,76,7.7,yes,2,Stressed,Synthetic_Imputed
38,male,single,graduate,4.45,instagram,44,75,5.7,no,2,Stressed,Synthetic_Imputed
28,male,single,graduate,6.666666666666667,instagram,53,52,7.1,no,4,Stressed,Synthetic_Imputed
41,female,single,undergraduate,3.533333333333333,instagram,47,45,7.7,yes,2,Stressed,Synthetic_Imputed
30,female,in relationship,undergraduate,5.5,snapchat,42,52,8.1,yes,2,Stressed,Synthetic_Imputed
51,female,single,undergraduate,2.716666666666667,snapchat,47,94,6.0,no,2,Stressed,Synthetic_Imputed
42,male,single,undergraduate,4.116666666666666,facebook,50,59,5.6,yes,4,At_Risk,Synthetic_Imputed
38,female,in relationship,undergraduate,3.3833333333333333,whatsapp,45,54,8.2,yes,3,Healthy,Synthetic_Imputed
45,male,in relationship,undergraduate,3.6,whatsapp,53,78,7.8,yes,4,Healthy,Synthetic_Imputed
15,male,complicated,graduate,6.816666666666666,whatsapp,40,118,8.4,yes,2,Stressed,Synthetic_Imputed
14,female,in relationship,undergraduate,7.0,tiktok,49,59,9.2,yes,3,Stressed,Synthetic_Imputed
15,male,in relationship,undergraduate,7.216666666666667,tiktok,46,63,7.6,yes,3,Stressed,Synthetic_Imputed
23,other,in relationship,undergraduate,8.433333333333334,tiktok,46,66,7.5,no,4,Stressed,Synthetic_Imputed
21,female,single,undergraduate,8.616666666666667,youtube,49,62,7.5,yes,2,Stressed,Synthetic_Imputed
19,male,in relationship,graduate,7.483333333333333,youtube,53,69,5.2,no,2,Stressed,Synthetic_Imputed
30,female,single,undergraduate,5.7,youtube,63,66,5.6,no,3,Stressed,Synthetic_Imputed
32,female,in relationship,graduate,5.916666666666667,youtube,51,76,5.0,yes,1,Stressed,Synthetic_Imputed
35,male,single,graduate,5.883333333333334,x,53,86,7.6,yes,4,Stressed,Synthetic_Imputed
42,male,in relationship,undergraduate,4.1,x,40,96,9.1,yes,2,Stressed,Synthetic_Imputed
53,female,single,graduate,3.316666666666667,x,51,93,5.5,yes,2,Stressed,Synthetic_Imputed
23,female,single,undergraduate,8.5,instagram,45,91,8.3,yes,3,Stressed,Synthetic_Imputed
26,female,single,graduate,5.366666666666666,instagram,57,79,7.4,no,4,Stressed,Synthetic_Imputed
16,female,in relationship,undergraduate,6.583333333333333,instagram,47,95,7.0,yes,3,Stressed,Synthetic_Imputed
24,female,in relationship,graduate,7.766666666666667,snapchat,50,76,7.2,yes,4,Stressed,Synthetic_Imputed
35,female,single,graduate,5.983333333333333,snapchat,43,63,8.6,yes,2,Stressed,Synthetic_Imputed
36,male,single,undergraduate,4.383333333333334,facebook,41,71,5.1,no,2,Stressed,Synthetic_Imputed
25,female,in relationship,undergraduate,7.65,whatsapp,51,99,6.9,yes,2,Stressed,Synthetic_Imputed
20,female,complicated,undergraduate,7.866666666666666,whatsapp,52,46,8.4,yes,3,Stressed,Synthetic_Imputed
30,female,single,graduate,6.083333333333333,whatsapp,54,98,9.1,no,4,Stressed,Synthetic_Imputed
29,female,single,undergraduate,6.266666666666667,tiktok,56,129,7.1,yes,2,Stressed,Synthetic_Imputed
28,female,single,graduate,6.483333333333333,tiktok,51,79,6.8,no,4,Stressed,Synthetic_Imputed
36,male,single,undergraduate,3.35,tiktok,44,104,8.0,yes,3,Stressed,Synthetic_Imputed
21,female,single,undergraduate,7.566666666666666,tiktok,54,59,7.0,yes,3,Stressed,Synthetic_Imputed
28,male,single,graduate,5.533333333333333,youtube,65,79,4.3,yes,2,Stressed,Synthetic_Imputed
24,male,single,graduate,7.75,youtube,57,97,8.1,yes,3,Stressed,Synthetic_Imputed
19,female,single,undergraduate,7.966666666666667,youtube,41,43,5.2,no,2,Stressed,Synthetic_Imputed
23,female,single,graduate,8.183333333333334,youtube,53,86,5.8,yes,2,Stressed,Synthetic_Imputed
16,male,single,undergraduate,7.4,youtube,47,62,7.6,yes,1,Stressed,Synthetic_Imputed
29,male,complicated,graduate,6.616666666666666,youtube,55,79,8.0,yes,4,Stressed,Synthetic_Imputed
43,male,in relationship,graduate,4.15,x,54,97,7.3,yes,2,Stressed,Synthetic_Imputed
21,male,in relationship,undergraduate,8.366666666666667,x,39,84,7.4,yes,2,Stressed,Synthetic_Imputed
20,male,single,high school,7.416666666666667,instagram,50,20,4.2,no,2,Stressed,Synthetic_Imputed
23,female,complicated,undergraduate,7.633333333333334,instagram,50,90,7.7,yes,3,Stressed,Synthetic_Imputed
44,male,single,graduate,4.033333333333333,snapchat,51,57,8.2,no,1,Stressed,Synthetic_Imputed
31,female,in relationship,graduate,6.25,snapchat,46,85,7.1,yes,2,Stressed,Synthetic_Imputed
35,female,in relationship,graduate,6.466666666666667,snapchat,55,95,5.9,no,4,Stressed,Synthetic_Imputed
24,male,single,undergraduate,8.65,facebook,48,82,7.5,yes,3,Stressed,Synthetic_Imputed
29,male,in relationship,undergraduate,5.516666666666667,facebook,37,100,9.4,no,2,Stressed,Synthetic_Imputed
62,male,single,undergraduate,2.9166666666666665,whatsapp,56,80,7.5,yes,4,Healthy,Synthetic_Imputed
27,male,single,undergraduate,6.133333333333334,whatsapp,46,115,5.3,yes,2,Stressed,Synthetic_Imputed
33,female,in relationship,undergraduate,6.35,whatsapp,53,55,5.5,yes,4,Stressed,Synthetic_Imputed
18,male,complicated,undergraduate,7.566666666666666,whatsapp,59,65,6.7,yes,2,Stressed,Synthetic_Imputed
34,male,single,graduate,6.533333333333333,tiktok,47,88,7.1,yes,2,Stressed,Synthetic_Imputed
22,female,in relationship,graduate,7.4,tiktok,52,101,5.8,yes,4,Stressed,Synthetic_Imputed
36,male,complicated,undergraduate,3.6166666666666667,tiktok,55,98,7.2,yes,2,Stressed,Synthetic_Imputed
31,male,single,undergraduate,5.833333333333333,tiktok,46,100,7.3,yes,3,Stressed,Synthetic_Imputed
58,female,in relationship,undergraduate,2.8,youtube,47,99,5.7,yes,3,Stressed,Synthetic_Imputed
40,male,single,undergraduate,4.016666666666667,youtube,42,114,8.4,no,2,Stressed,Synthetic_Imputed
33,male,single,undergraduate,6.416666666666667,x,53,47,7.2,yes,3,Stressed,Synthetic_Imputed
19,male,in relationship,graduate,8.633333333333333,x,52,96,7.0,no,2,Stressed,Synthetic_Imputed
22,female,single,graduate,7.5,x,67,103,7.2,no,3,Stressed,Synthetic_Imputed
35,female,in relationship,graduate,5.683333333333334,instagram,44,64,5.1,no,2,Stressed,Synthetic_Imputed
34,female,single,undergraduate,5.9,instagram,56,74,5.5,yes,1,Stressed,Synthetic_Imputed
55,male,in relationship,graduate,3.1166666666666667,instagram,54,84,8.5,yes,4,Stressed,Synthetic_Imputed
30,male,in relationship,graduate,6.3,snapchat,44,132,5.4,yes,3,Stressed,Synthetic_Imputed
68,female,in relationship,undergraduate,2.566666666666667,facebook,59,101,7.3,yes,3,Healthy,Synthetic_Imputed
66,female,in relationship,graduate,2.783333333333333,facebook,56,95,7.5,yes,1,Healthy,Synthetic_Imputed
19,male,single,graduate,8.0,facebook,44,78,8.0,no,3,Stressed,Synthetic_Imputed
26,male,in relationship,graduate,6.216666666666667,facebook,50,60,6.6,no,2,Stressed,Synthetic_Imputed
31,male,in relationship,high school,6.183333333333334,whatsapp,60,78,5.6,yes,2,Stressed,Synthetic_Imputed
28,female,single,undergraduate,6.4,whatsapp,44,63,5.9,no,4,Stressed,Synthetic_Imputed
25,male,single,high school,7.45,tiktok,41,86,7.9,no,3,Stressed,Synthetic_Imputed
36,male,in relationship,undergraduate,3.6666666666666665,tiktok,42,24,8.7,yes,3,Stressed,Synthetic_Imputed
31,male,in relationship,undergraduate,5.883333333333334,tiktok,43,46,7.6,yes,4,Stressed,Synthetic_Imputed
57,male,single,undergraduate,3.1,tiktok,53,109,7.5,no,3,Stressed,Synthetic_Imputed
23,female,single,graduate,8.066666666666666,youtube,58,95,7.3,yes,3,Stressed,Synthetic_Imputed
30,male,in relationship,graduate,6.283333333333333,youtube,53,97,5.6,yes,4,Stressed,Synthetic_Imputed
23,male,in relationship,undergraduate,7.333333333333333,x,59,86,4.6,no,3,Stressed,Synthetic_Imputed
54,female,single,undergraduate,2.55,x,43,56,9.4,yes,4,Healthy,Synthetic_Imputed
43,female,in relationship,undergraduate,3.7666666666666666,x,59,96,6.5,yes,4,Stressed,Synthetic_Imputed
34,female,single,graduate,5.983333333333333,x,46,81,8.8,no,1,Stressed,Synthetic_Imputed
45,female,single,undergraduate,3.95,instagram,59,73,7.7,no,1,Stressed,Synthetic_Imputed
39,female,single,graduate,4.166666666666667,instagram,52,46,7.8,yes,3,Stressed,Synthetic_Imputed
22,male,in relationship,undergraduate,8.566666666666666,snapchat,57,75,6.8,yes,2,Stressed,Synthetic_Imputed
68,female,single,graduate,2.8333333333333335,facebook,59,102,5.4,no,3,Healthy,Synthetic_Imputed
23,male,single,undergraduate,8.05,facebook,53,85,5.4,yes,3,Stressed,Synthetic_Imputed
27,male,complicated,undergraduate,6.266666666666667,facebook,49,108,6.0,yes,1,Stressed,Synthetic_Imputed
14,other,in relationship,graduate,7.483333333333333,facebook,36,76,8.5,yes,3,Stressed,Synthetic_Imputed
22,male,single,undergraduate,8.45,whatsapp,41,110,7.6,no,2,Stressed,Synthetic_Imputed
18,male,single,undergraduate,6.716666666666667,tiktok,50,72,7.5,yes,2,Stressed,Synthetic_Imputed
19,male,single,undergraduate,7.933333333333334,tiktok,50,91,5.5,yes,3,Stressed,Synthetic_Imputed
21,female,single,undergraduate,8.333333333333334,youtube,44,48,7.0,no,3,Stressed,Synthetic_Imputed
35,male,single,undergraduate,6.55,youtube,36,59,8.1,no,2,Stressed,Synthetic_Imputed
23,female,single,undergraduate,7.416666666666667,youtube,72,82,8.4,no,4,Stressed,Synthetic_Imputed
45,female,in relationship,graduate,3.6333333333333333,youtube,43,69,7.9,yes,3,Stressed,Synthetic_Imputed
31,male,single,graduate,5.85,youtube,46,106,6.5,no,4,Stressed,Synthetic_Imputed
13,male,in relationship,undergraduate,6.6,x,57,46,5.7,yes,4,Stressed,Synthetic_Imputed
23,female,in relationship,graduate,7.816666666666666,x,62,64,8.6,no,4,Stressed,Synthetic_Imputed
19,male,single,graduate,8.033333333333333,x,37,64,7.0,no,4,Stressed,Synthetic_Imputed
29,male,single,undergraduate,6.25,x,51,52,5.8,no,3,Stressed,Synthetic_Imputed
21,female,in relationship,undergraduate,8.466666666666667,x,45,121,7.2,yes,3,Stressed,Synthetic_Imputed
40,female,in relationship,undergraduate,4.216666666666667,instagram,52,67,4.3,yes,1,Stressed,Synthetic_Imputed
41,male,in relationship,undergraduate,4.433333333333334,instagram,57,86,5.3,no,2,Stressed,Synthetic_Imputed
19,male,in relationship,undergraduate,8.65,instagram,42,55,4.6,no,2,Stressed,Synthetic_Imputed
13,male,single,graduate,6.483333333333333,snapchat,48,125,5.6,yes,2,Stressed,Synthetic_Imputed
21,male,single,undergraduate,7.7,snapchat,42,71,4.8,no,3,Stressed,Synthetic_Imputed
49,female,single,graduate,2.9166666666666665,snapchat,57,58,8.5,yes,4,Stressed,Synthetic_Imputed
31,female,in relationship,undergraduate,6.1,facebook,45,66,7.7,no,2,Stressed,Synthetic_Imputed
23,female,in relationship,undergraduate,8.316666666666666,facebook,44,84,6.5,no,3,Stressed,Synthetic_Imputed
13,male,single,graduate,6.366666666666666,whatsapp,56,72,6.7,no,3,Stressed,Synthetic_Imputed
20,female,single,undergraduate,7.583333333333333,whatsapp,55,101,4.0,yes,2,Stressed,Synthetic_Imputed
45,male,single,graduate,3.9833333333333334,tiktok,59,82,7.8,no,1,Stressed,Synthetic_Imputed
23,male,single,high school,8.2,tiktok,48,102,7.9,no,3,Stressed,Synthetic_Imputed
64,male,single,graduate,3.6,youtube,32,121,5.5,yes,2,Stressed,Synthetic_Imputed
54,female,single,graduate,2.466666666666667,youtube,61,88,6.7,no,2,Healthy,Synthetic_Imputed
32,female,single,undergraduate,5.683333333333334,youtube,52,64,8.3,yes,1,Stressed,Synthetic_Imputed
29,male,single,undergraduate,5.866666666666666,x,42,20,5.1,yes,3,Stressed,Synthetic_Imputed
22,female,complicated,undergraduate,8.083333333333334,x,52,79,5.1,yes,3,Stressed,Synthetic_Imputed
31,male,single,undergraduate,6.3,x,58,20,5.5,yes,3,Stressed,Synthetic_Imputed
29,male,in relationship,undergraduate,6.483333333333333,instagram,48,41,8.7,yes,2,Stressed,Synthetic_Imputed
21,female,single,undergraduate,7.35,instagram,42,75,6.5,no,1,Stressed,Synthetic_Imputed
23,female,in relationship,undergraduate,7.566666666666666,instagram,47,65,5.2,yes,1,Stressed,Synthetic_Imputed
23,female,in relationship,graduate,7.75,snapchat,53,96,7.8,yes,2,Stressed,Synthetic_Imputed
21,male,in relationship,graduate,7.966666666666667,snapchat,42,101,7.0,no,2,Stressed,Synthetic_Imputed
35,male,single,graduate,6.183333333333334,snapchat,48,69,6.6,no,3,Stressed,Synthetic_Imputed
29,male,single,graduate,6.366666666666666,facebook,52,61,5.3,no,3,Stressed,Synthetic_Imputed
14,female,single,undergraduate,6.633333333333334,whatsapp,57,71,5.2,yes,2,Stressed,Synthetic_Imputed
24,female,single,undergraduate,7.85,whatsapp,42,42,4.9,yes,1,Stressed,Synthetic_Imputed
21,male,complicated,graduate,8.25,tiktok,72,67,6.5,yes,4,Stressed,Synthetic_Imputed
40,female,in relationship,undergraduate,3.5166666666666666,youtube,51,63,6.6,yes,2,Stressed,Synthetic_Imputed
44,female,in relationship,graduate,3.7333333333333334,youtube,44,121,5.5,no,2,Stressed,Synthetic_Imputed
24,female,in relationship,graduate,8.133333333333333,x,47,119,5.5,yes,3,Stressed,Synthetic_Imputed
34,female,in relationship,graduate,6.35,x,54,57,4.1,yes,3,Stressed,Synthetic_Imputed
19,female,in relationship,undergraduate,7.4,instagram,42,96,8.3,yes,3,Stressed,Synthetic_Imputed
49,male,single,undergraduate,2.6166666666666667,instagram,51,104,8.6,yes,2,Healthy,Synthetic_Imputed
29,female,single,graduate,5.833333333333333,instagram,53,76,4.2,yes,3,Stressed,Synthetic_Imputed
43,female,in relationship,undergraduate,4.05,instagram,44,56,6.5,yes,3,Stressed,Synthetic_Imputed
41,female,in relationship,undergraduate,4.016666666666667,snapchat,57,84,6.4,yes,4,Stressed,Synthetic_Imputed
34,male,in relationship,graduate,6.233333333333333,snapchat,44,40,5.2,yes,2,Stressed,Synthetic_Imputed
19,female,in relationship,high school,8.633333333333333,facebook,58,84,5.8,yes,4,Stressed,Synthetic_Imputed
15,female,single,graduate,6.9,whatsapp,53,48,5.9,yes,4,Stressed,Synthetic_Imputed
23,male,in relationship,undergraduate,8.516666666666667,tiktok,51,84,7.2,no,4,Stressed,Synthetic_Imputed
23,female,single,high school,7.383333333333334,tiktok,47,66,5.9,yes,1,Stressed,Synthetic_Imputed
30,male,in relationship,graduate,5.6,tiktok,63,84,8.3,yes,2,Stressed,Synthetic_Imputed
50,male,complicated,undergraduate,2.783333333333333,youtube,44,79,8.3,yes,3,Stressed,Synthetic_Imputed
42,male,single,undergraduate,4.0,youtube,50,94,8.4,yes,2,Stressed,Synthetic_Imputed
21,male,single,undergraduate,8.216666666666667,youtube,53,97,6.4,yes,4,Stressed,Synthetic_Imputed
38,female,single,undergraduate,4.4,x,44,39,8.1,no,4,Stressed,Synthetic_Imputed
61,male,single,graduate,2.6666666666666665,instagram,60,93,8.3,yes,4,Healthy,Synthetic_Imputed
18,female,single,undergraduate,7.283333333333333,snapchat,56,88,7.9,yes,1,Stressed,Synthetic_Imputed
47,male,in relationship,undergraduate,3.5,snapchat,45,47,7.1,yes,4,Stressed,Synthetic_Imputed
35,male,single,undergraduate,5.366666666666666,snapchat,48,38,4.8,no,2,Stressed,Synthetic_Imputed
17,male,single,graduate,6.55,facebook,46,26,3.9,yes,4,Stressed,Synthetic_Imputed
20,female,in relationship,graduate,8.166666666666666,whatsapp,46,68,7.7,no,2,Stressed,Synthetic_Imputed
25,female,in relationship,graduate,8.383333333333333,whatsapp,52,72,8.4,no,3,Stressed,Synthetic_Imputed
19,male,single,undergraduate,8.6,whatsapp,38,97,8.1,yes,1,Stressed,Synthetic_Imputed
